"nombres","apellidos","numero.lista","corporacion","partido","genero","nacimiento","tiempo.congreso","La.eutanasia","El.sexo.antes.del.matrimonio","El.matrimonio.homosexual","El.divorcio","El.consumo.de.marihuana","El.aborto","Estatuto.de.la.Ciudadanía.Juvenil","Justicia.Penal.Militar..Fuero.Militar","Reforma.a.la.Justicia.Ejecutivo","Implementación.del.TLC.con.Estados.Unidos..Ley.Lleras.2.0","Ley.estatutaria.de.reforma.a.la.salud"
"Omar","Garcia Castillo","102","Representante a la Cámara","Cambio Radical","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Néstor Daniel","García Colorado","9","Senador de la República","Alianza Verde","M",1977,0,"","","agree","agree","agree","agree",NA,NA,NA,NA,NA
"Alicia","García Espinel","108","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Gustavo Antonio","Garcia Florez","109","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","M",1959,0,"agree","agree","agree","agree","disagree","agree",NA,NA,NA,NA,NA
"Ricardo","Garcia Gaitan","87","Senador de la República","Liberal Colombiano","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"César Augusto","García Giraldo","103","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Juan Carlos","García Gómez","101","Representante a la Cámara","Conservador Colombiano","M",1979,4,"","","","","","",NA,"agree","agree",NA,"agree"
"Jorge Ignacio","García González","17","Senador de la República","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Yuleima","Garcia Infante","105","Representante a la Cámara","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Pierre Eugenio ","Garcia Jacquier","102","Representante a la Cámara","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Italo","Garcia Jara","34","Senador de la República","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Sixto Manuel","Garcia Mejia","301","Representante a la Cámara","Afrovides","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jonathan","Garcia Mendez","103","Representante a la Cámara","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jack","Garcia Morales","083","Senador de la República","Liberal Colombiano","M",1971,0,"agree","agree","agree","disagree","disagree","",NA,NA,NA,NA,NA
"Sabino","García Palechor","102","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Carmen Lidiana","García Pastrana","032","Senador de la República","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Maria Elizabet","Garcia Pulgarin","113","Representante a la Cámara","Liberal Colombiano","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Luis Eduardo ","Garcia Ramirez","105","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Guillermo","García Realpe","20","Senador de la República","Liberal Colombiano","M",1954,6,"","","agree","","agree","agree","","agree","agree","agree","agree"
"Leon Dario","Garcia Rodriguez","101","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alexander","Garcia Rodriguez","101","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","M",NA,4,NA,NA,"disagree","disagree","disagree","disagree",NA,NA,NA,NA,NA
"Leon Dario","Garcia Rodriguez","101","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Teresita","García Romero","5","Senador de la República","Opción Ciudadana","F",1956,4,"","","","","agree","agree","agree","agree","agree","agree","agree"
"Rube Aurora","Garcia Sanchez","070","Senador de la República","Liberal Colombiano","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Sandra Elena","García Tirado","102","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Lidio Arturo ","García Turbay","030","Senador de la República","Liberal Colombiano","M",1971,8,"","","","","","","agree","agree","agree","","agree"
"Maria Eugenia","Garcia Uscategui","109","Representante a la Cámara","Alianza Social Independiente","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jesús Ignacio","García Valencia","18","Senador de la República","Liberal Colombiano","M",1951,16,"","","","","","","agree","","agree","","agree"
"Ruth Nelssy","García Vargas","104","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Andrés Felipe","García Zuccardi","085","Senador de la República","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alma","Gardeazabal Mercado","104","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Edward","Garnica Montañez","075","Senador de la República","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Germán Eliécer","Garnica Vega","53","Senador de la República","MIRA","M",1980,0,"disagree","disagree","disagree","","disagree","disagree",NA,NA,NA,NA,NA
"Jaime Alberto","Garzon Araque","104","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jose Manuel","Garzon Arias","108","Representante a la Cámara","Alianza Verde","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"William Gerardo ","Garzon Garzon","107","Representante a la Cámara","Alianza Social Independiente","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Guido Alberto","Garzon Ortega","103","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Hernán Humberto","Garzón Rodríguez","107","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Javier Antonio","Garzón Rodríguez","103","Representante a la Cámara","Cambio Radical","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Eduardo ","Garzón Torres","102","Representante a la Cámara","Alianza Verde","M",1980,0,"agree","agree","agree","agree","agree","agree",NA,NA,NA,NA,NA
"Jaime Adolfo","Gasca Cuellar","201","Senador de la República","Cabildo Indigena de San Sebastián de los Lagos","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alberto  Manuel","Gascón  Giraldo","035","Senador de la República","Polo Democrático Alternativo","M",1964,0,"","","","","","",NA,NA,NA,NA,NA
"Jairo","Gaviria Bravo","102","Representante a la Cámara","Opción Ciudadana","",1969,0,"","","","","","",NA,NA,NA,NA,NA
"Sofia Alejandra","Gaviria Correa","015","Senador de la República","Liberal Colombiano","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jose Obdulio ","Gaviria Velez","9","Senador de la República","Centro Democrático","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jorge Eduardo","Géchem Turbay","003","Senador de la República","Partido Social de Unidad Nacional - Partido de la U","M",1951,8,"","","","","","","agree","agree","agree","",""
"Roberto","Gedeon Ghisays","85","Senador de la República","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jhon Robert","Gerlein Berdugo","45","Senador de la República","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Roberto Victor","Gerlein Echeverria","001","Senador de la República","Conservador Colombiano","M",1938,16,"","","disagree","disagree","disagree","disagree","agree","agree","agree","","agree"
"Edwin Conrado ","Gil Correa","402","Representante a la Cámara","Movimiento de Inclusión y Oportunidades - MIO","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Carlos Arturo","Giraldo Aragon","104","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Atilano Alonso","Giraldo Arboleda","101","Representante a la Cámara","Cambio Radical","M",NA,4,"","","","","","",NA,"agree","agree",NA,"agree"
"Ruben Dario ","Giraldo Carvajal","48","Senador de la República","Conservador Colombiano","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Maria Isabel ","Giraldo Diaz","106","Representante a la Cámara","Centro Democrático","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Gustavo Adolfo","Giraldo Granados","104","Representante a la Cámara","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Mónica","Giraldo Mejía","102","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Anderson","Giraldo Perez","117","Representante a la Cámara","Opción Ciudadana","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Clara Cecilia","Giraldo Puerta","107","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"John Jairo","Giron Bermudez","39","Senador de la República","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"José Alfredo","Gnecco Zuleta","017","Senador de la República","Partido Social de Unidad Nacional - Partido de la U","M",1976,4,"","","","","","",NA,"agree","agree",NA,"agree"
"Marilyn Patricia ","Gomez Agudelo","70","Senador de la República","Opción Ciudadana","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Mauricio","Gomez Amin","101","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jairo","Gomez Buitrago","102","Representante a la Cámara","Conservador Colombiano","M",NA,0,"disagree","agree","disagree","disagree","disagree","disagree",NA,NA,NA,NA,NA
"Ruben Darío","Gómez Cano","105","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Darline María","Gómez Galofre","104","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jose Hernan","Gomez Giraldo","111","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jesus David","Gomez Gomez","109","Representante a la Cámara","Opción Ciudadana","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Juan Pablo","Gómez Gómez","111","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Juan Diego","Gómez Jiménez","14","Senador de la República","Conservador Colombiano","M",1975,4,"","","","","","",NA,"","agree",NA,""
"Alejandro","Gomez Lopez","110","Representante a la Cámara","Alianza Verde","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Cristian Leonardo","Gomez Lotero","103","Representante a la Cámara","Opción Ciudadana","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"José Libardo","Gómez Marín","111","Representante a la Cámara","MIRA","M",1961,0,"",NA,"","","","",NA,NA,NA,NA,NA
"Rosendo Gabriel","Gomez Martinez","31","Senador de la República","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Andres Eduardo","Gomez Martinez","103","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Ana Mercedes ","Gómez Martinez","4","Senador de la República","Centro Democrático","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Leonel","Gomez Murillo","43","Senador de la República","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Oscar Reinaldo","Gomez Peñaloza","103","Representante a la Cámara","Movimiento Político Cien por Ciento por Colombia","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Floro Hermes de San José","Gómez Pineda","112","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Daniel Esteban","Gomez Ramirez","115","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Fabio Fidel ","Gomez Ricardo","101","Representante a la Cámara","Polo Democrático Alternativo","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Katherine","Gomez Rojas","107","Representante a la Cámara","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Andres Felipe","Gomez Salazar","102","Representante a la Cámara","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jorge Ivan","Gomez Sanchez","101","Representante a la Cámara","Alianza Verde","M",1966,0,"","","","","","",NA,NA,NA,NA,NA
"Jorge Eduardo","Gomez Sotomayor","109","Representante a la Cámara","Opción Ciudadana","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Ligia Azucena","Gomez Valenzuela","104","Representante a la Cámara","Movimiento Político Cien por Ciento por Colombia","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Wilson Hernando","Gómez Velásquez","118","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","M",1971,4,"","","","","","",NA,"agree","agree",NA,"agree"
"Jorge Eliécer","Gómez Villamizar","102","Representante a la Cámara","Liberal Colombiano","M",1954,4,"","","","","","",NA,"","agree",NA,"disagree"
"María Orfilia","Gonzalez Aguilar","67","Senador de la República","Polo Democrático Alternativo","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Eduardo Jose ","Gonzalez Angulo","101","Representante a la Cámara","Centro Democrático","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Luz Adriana","González Correa","101","Representante a la Cámara","Polo Democrático Alternativo","F",1971,0,"agree","agree","agree","agree","","agree",NA,NA,NA,NA,NA
"Farides Rafaela ","Gonzalez Cortez","104","Representante a la Cámara","Alianza Verde","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Stella ","Gonzalez de Leon","109","Representante a la Cámara","Union Patriotica - Up","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Consuelo","González de Perdomo","101","Representante a la Cámara","Por un Huila Mejor","F",1950,7,"","disagree","disagree","disagree","","disagree",NA,"","agree",NA,"agree"
"Kelyn Johana ","Gonzalez Duarte","104","Representante a la Cámara","Liberal Colombiano","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Cesar Augusto","Gonzalez Garcia","32","Senador de la República","Polo Democrático Alternativo","M",1961,0,"","","","","","",NA,NA,NA,NA,NA
"Harry Giovanny","González García","101","Representante a la Cámara","Liberal Colombiano","M",1978,0,"","","","","","",NA,NA,NA,NA,NA
"Jorge Enrique","Gonzalez Garnica","016","Senador de la República","Liberal Colombiano","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Emilio","Gonzalez Gonzalez","52","Senador de la República","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Robinson","Gonzalez Gonzalez","108","Representante a la Cámara","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Juan Manuel","Gonzalez Gutierrez de Piñeres","105","Representante a la Cámara","Alianza Social Independiente","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Manuel","González Hurtado","105","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Sergio Alfonso","González León","59","Senador de la República","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"William Jose","Gonzalez Lizarazo","106","Representante a la Cámara","Cambio Radical","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Nelson","González Marín","103","Representante a la Cámara","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Hugo Hernan","Gonzalez Medina","101","Representante a la Cámara","Centro Democrático","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Candelaria","González Medina","104","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Ismael Antonio","González Molina","052","Senador de la República","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"William","Gonzalez Morales","103","Representante a la Cámara","Union Patriotica - Up","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Sandra Mayerly","Gonzalez Peña","105","Representante a la Cámara","Movimiento Político Cien por Ciento por Colombia","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Guadith Enrique","Gonzalez Quintero","106","Representante a la Cámara","Union Patriotica - Up","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alcira","González Ramírez","102","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Luis Eduardo","Gonzalez Ricardo","58","Senador de la República","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Ivonne","González Rodríguez","118","Representante a la Cámara","Liberal Colombiano","F",1980,0,"agree","agree","agree","agree","agree","agree",NA,NA,NA,NA,NA
"Jairo Humberto","Gonzalez Saavedra","101","Representante a la Cámara","Opción Ciudadana","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Pedro Hernando ","Gonzalez Sevillano","302","Representante a la Cámara","Asopra","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Diego Rafael","González Silgado","104","Representante a la Cámara","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Florinda","Gonzalez Triana","37","Senador de la República","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"July Evelgin","González Villadiego","115","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Luz Marina","Gordillo Salinas","105","Representante a la Cámara","Liberal Colombiano","F",1957,0,NA,NA,"disagree","","disagree","disagree",NA,NA,NA,NA,NA
"Consuelo","Graciano Sierra","071","Senador de la República","Liberal Colombiano","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Rodrigo","Grajales Valencia","26","Senador de la República","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Nini","Granadillo Gómez","55","Senador de la República","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Rafael Leonardo","Granados Cardenas","102","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Luis Carlos","Granados Gómez","102","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Maria Cristina","Granados Velasquez","028","Senador de la República","Liberal Colombiano","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"John Henry","Granda Hernandez","114","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Adriana","Granja Delgado","303","Representante a la Cámara","Asociación Colombiana de Entrenadores Deportivos y Profesionales - Asodeportes","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alvaro Orlando ","Grijalba Gomez","59","Senador de la República","Centro Democrático","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
